ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,No,67.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Mikuni 41EIDW/1Throttle body,Engine,Wet; Multi-disc; Coil spring,blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,166.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium die-cast,Four Piston,Twin disc; Hydraulic,310.0,Upside down telescopic fork,115.0,17.3,Left foot lever,6.0,Manual,130.0,1100.0,,7400.0,2019-06-24,2019-07-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-6146644,2210.0,9000,24.0,Double Piston,Single disc; Hydraulic,210.0,Swingarm (link suspension),120.0,95.0,01/07/2019,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Peakhurst,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2010-yamaha-yzf-r6/SSE-AD-6146644/?Cr=52,4.0,0,183.0,Black; 3-spoke,1380.0,705.0,2010,Private
No,No,67.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Mikuni 41EIDW/1Throttle body,Engine,Wet; Multi-disc; Coil spring,blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,166.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium die-cast,Four Piston,Twin disc; Hydraulic,310.0,Upside down telescopic fork,115.0,17.3,Left foot lever,6.0,Manual,130.0,1100.0,,13135.0,2019-07-02,2019-09-08,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-2935091,2287.0,9000,24.0,Double Piston,Single disc; Hydraulic,210.0,Swingarm (link suspension),120.0,95.0,01/06/2020,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Wallsend,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2009-yamaha-yzf-r6/SSE-AD-2935091/?Cr=53,4.0,0,183.0,Black; 3-spoke,1380.0,705.0,2009,Private
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; Sintered metal pads",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,2513.0,2019-06-03,2019-08-07,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-6008280,6163.0,10000,24.0,Single Piston,Single disc; Hydraulic,220.0,Monocross link; Single piggyback shock absorber; Fully adjustable,120.0,95.0,01/11/2019,850.0,2.0,Forward,Yes,Standard,Electric,WA,42.5,Spearwood,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2014-yamaha-yzf-r6-my13/SSE-AD-6008280/?Cr=55,4.0,0,189.0,5-spoke,1380.0,705.0,2014,Private
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",none,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; Sintered metal pads",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,29084.0,,2019-09-08,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-17346818,0.0,10490,24.0,Single Piston,Single disc; Hydraulic,220.0,Monocross link; Single piggyback shock absorber; Fully adjustable,120.0,95.0,01/12/2019,850.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2014-yamaha-yzf-r6/OAG-AD-17346818/?Cr=56,4.0,0,189.0,5-spoke,1380.0,705.0,2014,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper",blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,189.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium deltabox,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,4457.0,,2019-09-08,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-16939533,0.0,10499,24.0,,Single disc; Hydraulic,220.0,"Monocross, Height adjustable",120.0,95.0,01/01/2019,850.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r6/OAG-AD-16939533/?Cr=57,4.0,0,183.0,5-spoke,1380.0,705.0,2013,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper",grey,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,189.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium deltabox,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,8800.0,,2019-07-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-17159181,0.0,10500,24.0,,Single disc; Hydraulic,220.0,"Monocross, Height adjustable",120.0,95.0,01/11/2019,850.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r6/OAG-AD-17159181/?Cr=58,4.0,0,183.0,5-spoke,1380.0,705.0,2013,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,175.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; Sintered metal pads",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,5400.0,2019-05-31,2019-08-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-5338095,5043.0,10900,24.0,Single Piston,Single disc; Hydraulic,220.0,Monocross link; Single piggyback shock absorber; Fully adjustable,120.0,95.0,01/01/2019,850.0,2.0,Forward,Yes,Standard,Electric,SA,42.5,Mitchell park,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r6/SSE-AD-5338095/?Cr=59,4.0,0,189.0,Blue or Gold; 5-spoke,1380.0,705.0,2015,Private
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper",blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,189.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium deltabox,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,828.0,,2019-07-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-17368554,0.0,10990,24.0,,Single disc; Hydraulic,220.0,"Monocross, Height adjustable",120.0,95.0,01/12/2019,850.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r6/OAG-AD-17368554/?Cr=60,4.0,0,183.0,5-spoke,1380.0,705.0,2013,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,175.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,Digital,12017.0,,2019-07-02,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-17199201,0.0,11490,24.0,Single Piston,Single disc; Hydraulic,220.0,Monocross link; Single piggyback shock absorber; Fully adjustable,120.0,95.0,01/01/2020,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r6/OAG-AD-17199201/?Cr=62,4.0,0,189.0,Blue or Black; 5-spoke,1380.0,705.0,2016,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper",grey,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,189.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium deltabox,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,953.0,,2019-08-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-16939696,0.0,11999,24.0,,Single disc; Hydraulic,220.0,"Monocross, Height adjustable",120.0,95.0,01/01/1970,850.0,2.0,Forward,Yes,Standard,Electric,SA,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r6/OAG-AD-16939696/?Cr=63,4.0,0,183.0,5-spoke,1380.0,705.0,2013,Dealer
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",grey,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,175.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,Digital,10100.0,2019-06-16,2019-07-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-6147191,2165.0,12000,24.0,Single Piston,Single disc; Hydraulic,220.0,Monocross link; Single piggyback shock absorber; Fully adjustable,120.0,95.0,01/08/2019,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Fairfield west,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r6/SSE-AD-6147191/?Cr=64,4.0,0,189.0,Blue or Black; 5-spoke,1380.0,705.0,2016,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",white,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,2000.0,2019-06-13,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,SSE-AD-6128322,2019.0,14750,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/09/2019,850.0,2.0,Forward,Standard,Standard,Electric,NSW,42.5,Botany,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2017-yamaha-yzf-r6/SSE-AD-6128322/?Cr=65,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2017,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",grey,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,9713.0,2019-06-25,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,SSE-AD-6096345,3048.0,16000,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/11/2019,850.0,2.0,Forward,Standard,Standard,Electric,VIC,42.5,Meadow heights,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r6-my17/SSE-AD-6096345/?Cr=66,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2018,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",blue,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,0.0,,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-16920968,0.0,16500,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/01/1970,850.0,2.0,Forward,Standard,Standard,Electric,QLD,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2017-yamaha-yzf-r6/OAG-AD-16920968/?Cr=67,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2017,Dealer
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",white,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,,,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-16846999,0.0,16990,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/01/1970,850.0,2.0,Forward,Standard,Standard,Electric,VIC,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r6-my17/OAG-AD-16846999/?Cr=68,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2018,Dealer
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,150.0,,2019-09-08,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-17093127,0.0,16999,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/04/2020,850.0,2.0,Forward,Standard,Standard,Electric,VIC,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r6-my18/OAG-AD-17093127/?Cr=69,4.0,0,190.0,5-spoke; Cast aluminium,1375.0,695.0,2019,Dealer
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,,,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-17223124,0.0,17488,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/01/1970,850.0,2.0,Forward,Standard,Standard,Electric,NSW,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r6-my17/OAG-AD-17223124/?Cr=70,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2018,Dealer
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",none,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,,,2019-09-08,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,SHRM-AD-522685,0.0,17499,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/01/1970,850.0,2.0,Forward,Standard,Standard,Electric,none,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2019-yamaha-yzf-r6/SHRM-AD-522685/?Cr=71,4.0,0,190.0,5-spoke; Cast aluminium,1375.0,695.0,2019,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",white,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-02,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,,,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-17085411,0.0,18790,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/01/1970,850.0,2.0,Forward,Standard,Standard,Electric,VIC,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r6-my17/OAG-AD-17085411/?Cr=72,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2018,Dealer
No,No,67.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Denso injectors,Engine,"Wet, Multi Plate, Slipper",black,12.0,Liquid,JAPAN,4.0,Chain - O'Ring,161.9,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,,Four Piston,"Twin floating discs, Radial caliper; Hydraulic",298.0,41mm inverted telescopic fork,120.0,17.5,Left foot lever,6.0,Manual,135.0,1105.0,,77436.0,2019-07-08,2019-07-12,No,2045.0,No,Yamaha,,,,,YZF_R6,OAG-AD-17385403,0.0,4490,24.0,,Single disc; Hydraulic,220.0,"Single shock absorber, Adjustable",120.0,95.0,01/07/2019,830.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2007-yamaha-yzf-r6/OAG-AD-17385403/?Cr=8,4.0,0,183.0,Black; 3-spoke,1385.0,690.0,2007,Private
No,No,67.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Mikuni 41EIDW/1Throttle body,Engine,Wet; Multi-disc; Coil spring,black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,166.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,Aluminium die-cast,Four Piston,Twin disc; Hydraulic,310.0,Upside down telescopic fork,115.0,17.3,Left foot lever,6.0,Manual,130.0,1100.0,,36360.0,2019-07-11,2019-09-08,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,OAG-AD-17411260,0.0,7999,24.0,Double Piston,Single disc; Hydraulic,210.0,Swingarm (link suspension),120.0,95.0,01/07/2019,850.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2010-yamaha-yzf-r6/OAG-AD-17411260/?Cr=38,4.0,0,183.0,Black; 3-spoke,1380.0,705.0,2010,Private
No,No,67.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; YCC-T (Yamaha Chip controlled throttle); YCC-I,Engine,"Wet, multiple-disc coil spring",grey,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,166.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,Aluminium die-cast,Four Piston,Twin disc; Hydraulic,310.0,Upside down telescopic fork,115.0,17.3,Left foot lever,6.0,Manual,130.0,1100.0,,8200.0,2019-07-08,2019-09-08,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-6182574,2166.0,9000,24.0,Double Piston,Single disc; Hydraulic,210.0,Swingarm (link suspension),120.0,95.0,01/12/2019,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,CABRAMATTA,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2008-yamaha-yzf-r6/SSE-AD-6182574/?Cr=46,4.0,0,183.0,Black; 3-spoke,1380.0,705.0,2008,Private
No,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I)",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper",black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,189.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,Aluminium deltabox,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic",310.0,"41mm upside down telescopic fork, Height adjustable",115.0,17.0,Left foot lever,6.0,Manual,130.0,1100.0,,7000.0,2019-07-05,2019-07-12,No,2040.0,No,Yamaha,101.0,,,,YZF_R6,SSE-AD-6179224,2046.0,9990,24.0,,Single disc; Hydraulic,220.0,"Monocross, Height adjustable",120.0,95.0,01/10/2019,850.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Five dock,Dual Sided,,No,86.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r6/SSE-AD-6179224/?Cr=48,4.0,0,183.0,5-spoke,1380.0,705.0,2013,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",black,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,12700.0,2019-07-09,2019-07-12,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,SSE-AD-6184790,4102.0,13000,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/10/2019,850.0,2.0,Forward,Standard,Standard,Electric,QLD,42.5,Woolloongabba,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2017-yamaha-yzf-r6/SSE-AD-6184790/?Cr=59,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2017,Private
Standard,No,67.0,DOHC (Double Over Head Cam),"EFI - Electronic Fuel Injection (YCC-T, YCC-I) RbW",Alternator & Regulator-Rectifier,"Wet, Multi Plate, Torque-Limiting slipper; 9 friction/8 steel/6 coil springs",white,13.0,Liquid,JAPAN,4.0,Chain - O'Ring,176.0,Inline,600.0,Piston,12.0,4 into 1,2019-07-12,Aluminium,Four Piston,"Twin disc, Radial mounted calipers; Hydraulic; ABS",320.0,43mm KYB upside down telescopic fork; Fully adjustable,,17.0,Left foot lever,6.0,Manual,130.0,1150.0,Digital,826.0,2019-07-02,2019-09-08,No,2040.0,No,Yamaha,87.1,14500.0,70.0,11000.0,YZF_R6,OAG-AD-17340480,0.0,15990,24.0,Single Piston,Single disc; Hydraulic,220.0,Link type; KYB piggyback shock absorber; Fully adjustable,,95.0,01/10/2019,850.0,2.0,Forward,Standard,Standard,Electric,VIC,42.5,none,Dual Sided,,Standard,97.0,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r6-my17/OAG-AD-17340480/?Cr=61,4.0,24,190.0,5-spoke; Cast aluminium,1375.0,695.0,2018,Private
